Sample,Rollercount,RollerGap,Waterflow,Airpressure,BrightLine,
2392,228,1.689,48.6,0.102,0,
2393,219,1.69,48.6,0.102,0,
2394,222,1.69,48.6,0.102,0,
2395,225,1.687,48.6,0.102,0,
2396,231,1.7,48.6,0.102,0,
2397,225,1.701,48.6,0.102,0,
2398,214,1.701,48.6,0.102,0,
2399,228,1.698,48.6,0.102,0,
2400,230,1.699,48.6,0.102,0,
2401,222,1.699,48.6,0.102,0,
2402,210,1.698,48.6,0.102,0,
2403,213,1.688,48.6,0.102,0,
2404,211,1.688,48.6,0.102,0,
2405,222,1.687,48.6,0.102,0,
2406,215,1.687,48.6,0.102,0,
2407,210,1.692,48.6,0.102,0,
2408,217,1.692,48.6,0.102,0,
2409,214,1.698,48.6,0.102,0,
2410,209,1.699,48.6,0.102,0,
2411,201,1.687,48.6,0.102,0,
2412,214,1.687,48.6,0.102,0,
2413,205,1.689,48.6,0.102,0,
2414,204,1.687,48.6,0.102,0,
2415,280,1.687,48.6,0.102,9,
2416,206,1.687,48.6,0.102,0,
2417,212,1.687,48.6,0.102,0,
2418,200,1.687,48.6,0.102,0,
2419,275,1.687,48.6,0.102,7,
2420,208,1.699,48.6,0.102,0,
2421,202,1.699,48.6,0.102,0,
2422,205,1.7,48.6,0.102,0,
2423,280,1.7,48.6,0.102,8,
2424,279,1.688,48.6,0.102,8,
2425,278,1.688,48.6,0.102,7,
2426,201,1.7,48.6,0.102,0,
2427,275,1.683,48.6,0.102,8,
2428,264,1.683,48.6,0.102,5,
2429,265,1.692,48.6,0.102,5,
2430,265,1.693,48.6,0.102,4,
2431,268,1.693,48.6,0.102,4,
2432,271,1.693,48.6,0.102,7,
2433,262,1.693,48.6,0.102,4,
2434,262,1.688,48.6,0.102,3,
2435,264,1.686,48.6,0.102,5,
2436,258,1.686,48.6,0.102,4,
2437,260,1.686,48.6,0.102,5,
2438,263,1.686,48.6,0.102,6,
2439,257,1.686,48.6,0.102,4,
2440,254,1.685,48.6,0.102,4,
2441,258,1.685,48.6,0.102,5,
2442,255,1.685,48.6,0.102,4,
2443,267,1.691,48.6,0.102,4,
2444,261,1.691,48.6,0.102,3,
2445,251,1.691,48.6,0.102,2,
2446,250,1.687,48.6,0.102,2,
2447,263,1.687,48.6,0.102,5,
2448,256,1.687,48.6,0.105,4,
2449,245,1.69,48.6,0.105,0,
2450,254,1.69,48.6,0.105,3,
2451,251,1.686,48.6,0.105,3,
2452,254,1.687,48.6,0.105,4,
2453,253,1.687,48.6,0.105,3,
2454,240,1.669,48.6,0.105,1,
2455,247,1.669,48.6,0.105,0,
2456,243,1.669,48.6,0.105,2,
2457,253,1.669,48.6,0.105,3,
2458,248,1.669,48.6,0.105,2,
2459,249,1.669,48.6,0.105,2,
2460,235,1.669,48.6,0.105,1,
2461,232,1.669,48.6,0.105,1,
2462,230,1.668,48.6,0.105,1,
2463,241,1.668,48.6,0.105,2,
2464,230,1.669,48.6,0.105,1,
2465,241,1.669,48.6,0.105,1,
2466,237,1.669,48.6,0.105,2,
2467,236,1.669,48.6,0.105,2,
2468,227,1.669,48.6,0.105,1,
2469,238,1.669,48.6,0.105,1,
2470,224,1.668,48.6,0.105,1,
2471,222,1.668,48.6,0.105,1,
2472,225,1.679,48.6,0.105,0,
2473,220,1.689,48.6,0.105,0,
2474,226,1.693,48.6,0.105,0,
2475,220,1.691,48.6,0.105,0,
2476,216,1.691,48.6,0.105,0,
2477,229,1.687,48.6,0.105,0,
2478,218,1.687,48.6,0.105,0,
2479,213,1.67,48.6,0.105,0,
2480,227,1.67,48.6,0.105,0,
2481,220,1.689,48.6,0.105,0,
2482,216,1.689,48.6,0.105,0,
2483,227,1.686,48.6,0.105,0,
2484,224,1.681,48.6,0.105,0,
2485,210,1.688,48.6,0.105,0,
2486,207,1.69,48.6,0.105,0,
2487,206,1.69,48.6,0.105,0,
2488,213,1.691,48.6,0.105,0,
2489,208,1.691,48.6,0.105,0,
2490,206,1.688,48.6,0.105,0,
2491,220,1.688,48.6,0.105,0,
2492,219,1.682,48.6,0.105,0,
2493,206,1.68,48.6,0.105,0,
2494,206,1.686,48.6,0.105,0,
2495,213,1.68,48.6,0.105,0,
2496,278,1.68,48.6,0.105,7,
2497,201,1.685,48.6,0.105,0,
2498,207,1.685,48.6,0.105,0,
2499,207,1.69,48.6,0.105,0,
2500,206,1.688,48.6,0.105,0,
2501,208,1.688,48.6,0.105,0,
2502,272,1.688,48.6,0.105,7,
2503,278,1.694,48.6,0.105,8,
2504,269,1.694,48.6,0.105,5,
2505,279,1.694,48.6,0.105,8,
2506,203,1.695,48.6,0.105,0,
2507,274,1.695,48.6,0.105,8,
2508,280,1.695,48.6,0.105,9,
2509,276,1.695,48.6,0.105,7,
2510,276,1.693,48.6,0.105,8,
2511,280,1.693,48.6,0.105,9,
2512,278,1.659,48.6,0.105,10,
2513,263,1.676,48.6,0.105,6,
2514,272,1.683,48.6,0.105,7,
2515,261,1.679,48.6,0.105,6,
2516,272,1.678,48.6,0.105,7,
2517,264,1.678,48.6,0.105,6,
2518,261,1.679,48.6,0.105,5,
2519,259,1.679,48.6,0.105,4,
2520,261,1.679,48.6,0.105,5,
2521,253,1.68,48.6,0.105,3,
2522,270,1.68,48.6,0.105,6,
2523,265,1.687,48.6,0.105,6,
2524,253,1.68,48.6,0.105,3,
2525,255,1.68,48.6,0.105,4,
2526,251,1.703,48.6,0.105,1,
2527,254,1.691,48.6,0.105,3,
2528,254,1.691,48.6,0.105,3,
2529,259,1.692,48.6,0.105,4,
2530,244,1.687,48.6,0.105,0,
2531,253,1.676,48.6,0.105,3,
2532,252,1.676,48.6,0.105,3,
2533,259,1.677,48.6,0.105,5,
2534,249,1.678,48.6,0.105,2,
2535,254,1.679,48.6,0.105,4,
2536,244,1.679,48.6,0.105,1,
2537,250,1.678,48.6,0.105,3,
2538,243,1.679,48.6,0.105,0,
2539,252,1.68,48.6,0.105,3,
2540,249,1.68,48.6,0.105,2,
2541,240,1.684,48.6,0.105,0,
2542,247,1.684,48.6,0.105,0,
2543,248,1.691,48.6,0.105,0,
2544,234,1.681,48.6,0.105,0,
2545,232,1.681,48.6,0.105,0,
2546,227,1.68,48.6,0.105,0,
2547,239,1.68,48.6,0.105,0,
2548,241,1.681,48.6,0.105,0,
2549,238,1.682,48.6,0.105,0,
2550,235,1.679,48.6,0.105,0,
2551,229,1.679,48.6,0.105,0,
2552,236,1.691,48.6,0.105,0,
2553,234,1.691,48.6,0.105,0,
2554,232,1.691,48.6,0.105,0,
2555,223,1.681,48.6,0.105,0,
2556,221,1.681,48.6,0.105,0,
2557,232,1.679,48.6,0.105,0,
2558,233,1.67,48.6,0.105,1,
2559,228,1.669,48.6,0.105,1,
2560,221,1.684,48.6,0.105,0,
2561,216,1.685,48.6,0.105,0,
2562,227,1.68,48.6,0.105,0,
2563,215,1.687,48.6,0.105,0,
2564,219,1.692,48.6,0.105,0,
2565,219,1.692,48.6,0.105,0,
2566,210,1.701,48.6,0.105,0,
2567,210,1.706,48.6,0.105,0,
2568,216,1.706,48.6,0.105,0,
2569,216,1.691,48.6,0.105,0,
2570,205,1.659,48.6,0.105,1,
2571,208,1.682,48.6,0.105,0,
2572,214,1.659,48.6,0.105,2,
2573,202,1.7,48.6,0.105,0,
2574,213,1.713,48.6,0.105,0,
2575,209,1.714,48.6,0.105,0,
2576,204,1.714,48.6,0.105,0,
2577,215,1.677,48.6,0.105,0,
2578,203,1.686,48.6,0.105,0,
2579,202,1.691,48.6,0.105,0,
2580,206,1.698,48.6,0.105,0,
2581,278,1.709,48.6,0.105,6,
2582,272,1.709,48.6,0.105,6,
2583,276,1.709,48.6,0.105,6,
2584,280,1.709,48.6,0.105,8,
2585,274,1.689,48.6,0.105,8,
2586,205,1.671,48.6,0.105,0,
2587,275,1.691,48.6,0.105,8,
2588,267,1.691,48.6,0.105,4,
2589,265,1.69,48.6,0.105,5,
2590,265,1.66,48.6,0.105,7,
2591,277,1.66,48.6,0.105,10,
2592,272,1.66,48.6,0.105,9,
2593,278,1.66,48.6,0.105,8,
2594,262,1.669,48.6,0.105,6,
2595,276,1.67,48.6,0.105,9,
2596,260,1.677,48.6,0.105,5,
2597,274,1.678,48.6,0.105,7,
2598,259,1.685,48.6,0.105,5,
2599,256,1.685,48.6,0.105,5,
2600,272,1.686,48.6,0.105,7,
2601,258,1.681,48.6,0.105,5,
2602,254,1.661,48.6,0.105,5,
2603,258,1.669,48.6,0.105,5,
2604,252,1.668,48.6,0.105,4,
2605,267,1.669,48.6,0.105,7,
2606,265,1.661,48.6,0.105,6,
2607,257,1.661,48.6,0.105,5,
2608,256,1.68,48.6,0.105,5,
2609,252,1.66,48.6,0.105,3,
2610,256,1.681,48.6,0.105,5,
2611,259,1.681,48.6,0.105,5,
2612,253,1.681,48.6,0.105,3,
2613,255,1.681,48.6,0.105,4,
2614,250,1.688,48.6,0.105,3,
2615,252,1.688,48.6,0.105,2,
2616,238,1.688,48.6,0.105,0,
2617,244,1.688,48.6,0.105,0,
2618,240,1.688,48.6,0.105,0,
2619,251,1.687,48.6,0.105,2,
2620,249,1.687,48.6,0.105,1,
2621,250,1.687,48.6,0.105,2,
2622,247,1.687,48.6,0.105,0,
2623,240,1.687,48.6,0.105,0,
2624,236,1.687,48.6,0.105,0,
2625,241,1.687,48.6,0.105,0,
2626,236,1.681,48.6,0.105,0,
2627,231,1.681,48.6,0.105,0,
2628,241,1.681,48.6,0.105,0,
2629,228,1.681,48.6,0.105,0,
2630,232,1.681,48.6,0.105,0,
2631,241,1.682,48.6,0.105,0,
2632,227,1.672,48.6,0.105,0,
2633,228,1.672,48.6,0.105,1,
2634,233,1.672,48.6,0.105,0,
2635,226,1.671,48.6,0.105,1,
2636,228,1.677,48.6,0.105,0,
2637,222,1.681,48.6,0.105,0,
2638,233,1.681,48.6,0.105,0,
2639,218,1.688,48.6,0.105,0,
2640,221,1.688,48.6,0.105,0,
2641,230,1.698,48.6,0.105,0,
2642,212,1.698,48.6,0.105,0,
2643,228,1.698,48.6,0.105,0,
2644,225,1.698,48.6,0.105,0,
2645,215,1.698,48.6,0.105,0,
2646,210,1.691,48.6,0.105,0,
2647,209,1.698,48.6,0.105,0,
2648,223,1.691,48.6,0.105,0,
2649,215,1.691,48.6,0.105,0,
2650,219,1.692,48.6,0.105,0,
2651,216,1.692,48.6,0.105,0,
2652,209,1.692,48.6,0.105,0,
2653,219,1.692,48.6,0.105,0,
2654,213,1.7,48.6,0.105,0,
2655,211,1.7,48.6,0.105,0,
2656,205,1.7,48.6,0.105,0,
2657,213,1.687,48.6,0.105,0,
2658,205,1.687,48.6,0.105,0,
2659,278,1.682,48.6,0.105,7,
2660,275,1.702,48.6,0.105,8,
2661,208,1.702,48.6,0.105,0,
2662,209,1.702,48.6,0.105,0,
2663,275,1.702,48.6,0.105,9,
2664,278,1.702,48.6,0.105,8,
2665,276,1.705,48.6,0.105,7,
2666,272,1.691,48.6,0.105,7,
2667,204,1.691,48.6,0.105,0,
2668,277,1.692,48.6,0.105,7,
2669,280,1.692,48.6,0.105,9,
2670,201,1.683,48.6,0.105,0,
2671,275,1.683,48.6,0.105,7,
2672,278,1.683,48.6,0.105,7,
2673,263,1.677,48.6,0.105,6,
2674,261,1.691,48.6,0.105,4,
2675,273,1.692,48.6,0.105,8,
2676,269,1.682,48.6,0.105,6,
2677,266,1.682,48.6,0.105,6,
2678,274,1.693,48.6,0.105,7,
2679,256,1.693,48.6,0.105,2,
2680,258,1.686,48.6,0.105,4,
2681,268,1.685,48.6,0.105,6,
2682,265,1.705,48.6,0.105,4,
2683,269,1.705,48.6,0.105,3,
2684,253,1.685,48.6,0.105,3,
2685,254,1.685,48.6,0.105,4,
2686,251,1.685,48.6,0.105,3,
2687,266,1.685,48.6,0.105,5,
2688,253,1.684,48.6,0.105,3,
2689,256,1.684,48.6,0.105,4,
2690,253,1.695,48.6,0.105,1,
2691,261,1.682,48.6,0.105,6,
2692,247,1.681,48.6,0.105,0,
2693,257,1.681,48.6,0.105,4,
2694,244,1.682,48.6,0.105,0,
2695,254,1.688,48.6,0.105,3,
2696,253,1.688,48.6,0.105,2,
2697,238,1.687,48.6,0.105,0,
2698,251,1.693,48.6,0.105,2,
2699,244,1.697,48.6,0.105,0,
2700,247,1.687,48.6,0.105,0,
2701,242,1.688,48.6,0.105,0,
2702,248,1.691,48.6,0.105,0,
2703,243,1.692,48.6,0.105,0,
2704,246,1.691,48.6,0.105,0,
2705,241,1.688,48.6,0.105,0,
2706,241,1.687,48.6,0.105,0,
2707,233,1.689,48.6,0.105,0,
2708,244,1.697,48.6,0.105,0,
2709,236,1.697,48.6,0.105,0,
2710,243,1.697,48.6,0.105,0,
2711,242,1.692,48.6,0.105,0,
2712,242,1.692,48.6,0.105,0,
2713,240,1.692,48.6,0.105,0,
2714,226,1.692,48.6,0.105,0,
2715,227,1.692,48.6,0.105,0,
2716,220,1.692,48.6,0.105,0,
2717,219,1.695,48.6,0.105,0,
2718,219,1.694,48.6,0.105,0,
2719,223,1.7,48.6,0.105,0,
2720,230,1.701,48.6,0.105,0,
2721,216,1.701,48.6,0.105,0,
2722,218,1.701,48.6,0.105,0,
2723,217,1.701,48.6,0.105,0,
2724,214,1.702,48.6,0.105,0,
2725,222,1.704,48.6,0.105,0,
2726,218,1.699,48.6,0.105,0,
2727,222,1.703,48.6,0.105,0,
2728,210,1.703,48.6,0.105,0,
2729,220,1.704,48.6,0.105,0,
2730,219,1.687,48.6,0.105,0,
2731,213,1.687,48.6,0.105,0,
2732,221,1.687,48.6,0.105,0,
2733,220,1.687,48.6,0.105,0,
2734,204,1.687,48.6,0.105,0,
2735,204,1.69,48.6,0.105,0,
2736,211,1.69,48.6,0.105,0,
2737,212,1.691,48.6,0.105,0,
2738,213,1.692,48.6,0.105,0,
2739,277,1.694,48.6,0.105,8,
2740,208,1.676,48.6,0.105,0,
2741,275,1.69,48.6,0.105,7,
2742,204,1.694,48.6,0.105,0,
2743,202,1.694,48.6,0.105,0,
2744,207,1.689,48.6,0.105,0,
2745,205,1.688,48.6,0.105,0,
2746,271,1.699,48.6,0.105,6,
2747,274,1.692,48.6,0.105,8,
2748,271,1.692,48.6,0.105,7,
2749,205,1.7,48.6,0.105,0,
2750,274,1.705,48.6,0.105,7,
2751,278,1.701,48.6,0.105,7,
2752,279,1.688,48.6,0.105,6,
2753,275,1.687,48.6,0.105,8,
2754,264,1.688,48.6,0.105,3,
2755,277,1.687,48.6,0.105,6,
2756,268,1.687,48.6,0.105,5,
2757,273,1.695,48.6,0.105,7,
2758,267,1.692,48.6,0.105,3,
2759,261,1.694,48.6,0.105,4,
2760,263,1.699,48.6,0.105,4,
2761,263,1.693,48.6,0.105,5,
2762,264,1.689,48.6,0.105,3,
2763,262,1.689,48.6,0.105,3,
2764,258,1.697,48.6,0.105,3,
2765,251,1.697,48.6,0.105,2,
2766,263,1.696,48.6,0.105,4,
2767,267,1.691,48.6,0.105,4,
2768,255,1.691,48.6,0.105,2,
2769,255,1.695,48.6,0.105,2,
2770,250,1.696,48.6,0.105,2,
2771,257,1.697,48.6,0.105,3,
2772,248,1.679,48.6,0.105,3,
2773,253,1.692,48.6,0.105,1,
2774,260,1.68,48.6,0.105,5,
2775,255,1.689,48.6,0.105,3,
2776,243,1.689,48.6,0.105,0,
2777,243,1.695,48.6,0.105,0,
2778,251,1.679,48.6,0.105,2,
2779,248,1.681,48.6,0.105,2,
2780,255,1.678,48.6,0.105,4,
2781,251,1.678,48.6,0.105,3,
2782,239,1.687,48.6,0.105,0,
2783,249,1.679,48.6,0.105,2,
2784,251,1.679,48.6,0.105,4,
2785,246,1.678,48.6,0.105,1,
2786,247,1.678,48.6,0.105,0,
2787,232,1.678,48.6,0.105,0,
2788,229,1.678,48.6,0.105,0,
2789,230,1.711,48.6,0.105,0,
2790,242,1.712,48.6,0.105,0,
2791,229,1.678,48.6,0.105,0,
2792,226,1.678,48.6,0.105,0,
2793,240,1.678,48.6,0.105,1,
2794,224,1.678,48.6,0.105,0,
2795,238,1.679,48.6,0.105,0,
2796,223,1.678,48.6,0.105,0,
2797,234,1.688,48.6,0.105,0,
2798,218,1.678,48.6,0.105,0,
2799,236,1.69,48.4,0.105,0,
2800,221,1.679,48.4,0.105,0,
2801,234,1.696,48.4,0.105,0,
2802,214,1.685,48.4,0.105,0,
2803,231,1.685,48.4,0.105,0,
2804,214,1.685,48.4,0.105,0,
2805,222,1.701,48.4,0.105,0,
2806,221,1.697,48.4,0.105,0,
2807,213,1.696,48.4,0.105,0,
2808,219,1.699,48.4,0.105,0,
2809,215,1.699,48.4,0.105,0,
2810,210,1.699,48.4,0.105,0,
2811,212,1.703,48.4,0.105,0,
2812,206,1.704,48.4,0.105,0,
2813,208,1.704,48.4,0.105,0,
2814,205,1.704,48.4,0.105,0,
2815,203,1.704,48.4,0.105,0,
2816,216,1.704,48.4,0.105,0,
2817,208,1.704,48.4,0.105,0,
2818,206,1.705,48.4,0.105,0,
2819,201,1.705,48.4,0.105,0,
2820,206,1.705,48.4,0.105,0,
2821,211,1.705,48.4,0.105,0,
2822,213,1.706,48.4,0.105,0,
2823,204,1.705,48.4,0.105,0,
2824,206,1.706,48.4,0.105,0,
2825,278,1.706,48.4,0.105,8,
2826,203,1.706,48.4,0.105,0,
2827,278,1.706,48.4,0.105,7,
2828,270,1.706,48.4,0.105,5,
2829,274,1.707,48.4,0.105,7,
2830,267,1.707,48.4,0.105,3,
2831,278,1.708,48.4,0.105,8,
2832,200,1.708,48.4,0.105,0,
2833,278,1.69,48.4,0.105,7,
2834,271,1.69,48.4,0.105,7,
2835,262,1.696,48.4,0.105,5,
2836,262,1.697,48.4,0.105,4,
2837,279,1.702,48.4,0.105,7,
2838,269,1.702,48.4,0.105,4,
2839,260,1.682,48.4,0.105,5,
2840,261,1.692,48.4,0.105,4,
2841,262,1.693,48.4,0.105,5,
2842,260,1.709,48.4,0.105,2,
2843,264,1.689,48.4,0.105,3,
2844,259,1.688,48.4,0.105,5,
2845,258,1.688,48.4,0.105,5,
2846,268,1.688,48.4,0.105,6,
2847,256,1.687,48.4,0.105,4,
2848,264,1.687,48.4,0.105,4,
2849,263,1.687,48.4,0.105,6,
2850,256,1.687,48.4,0.105,4,
2851,254,1.687,48.4,0.105,4,
2852,258,1.687,48.4,0.105,4,
2853,260,1.687,48.4,0.105,5,
2854,249,1.687,48.4,0.105,1,
2855,249,1.688,48.4,0.105,1,
2856,248,1.688,48.4,0.105,1,
2857,244,1.692,48.4,0.105,0,
2858,256,1.692,48.4,0.105,3,
2859,256,1.692,48.4,0.105,3,
2860,256,1.693,48.4,0.105,2,
2861,236,1.671,48.4,0.105,1,
2862,235,1.691,48.4,0.105,0,
2863,236,1.7,48.4,0.105,0,
2864,234,1.684,48.4,0.105,0,
2865,249,1.681,48.4,0.105,2,
2866,243,1.682,48.4,0.105,0,
2867,243,1.683,48.4,0.105,0,
2868,244,1.691,48.4,0.105,0,
2869,234,1.69,48.4,0.105,0,
2870,229,1.691,48.4,0.105,0,
2871,234,1.71,48.4,0.105,0,
2872,234,1.699,48.4,0.105,0,
2873,235,1.681,48.4,0.105,0,
2874,224,1.692,48.4,0.105,0,
2875,226,1.699,48.4,0.105,0,
2876,221,1.692,48.4,0.105,0,
2877,224,1.692,48.4,0.105,0,
2878,223,1.688,48.4,0.105,0,
2879,225,1.688,48.4,0.105,0,
2880,235,1.686,48.4,0.105,0,
2881,216,1.685,48.4,0.105,0,
2882,234,1.688,48.4,0.105,0,
2883,218,1.689,48.4,0.105,0,
2884,228,1.684,48.4,0.105,0,
2885,230,1.695,48.4,0.105,0,
2886,230,1.686,48.4,0.105,0,
2887,216,1.686,48.4,0.105,0,
2888,211,1.687,48.4,0.105,0,
2889,212,1.698,48.4,0.105,0,
2890,224,1.699,48.4,0.105,0,
2891,209,1.699,48.4,0.105,0,
2892,221,1.695,48.4,0.105,0,
2893,207,1.694,48.4,0.105,0,
2894,205,1.687,48.4,0.105,0,
2895,205,1.686,48.4,0.105,0,
2896,209,1.687,48.4,0.105,0,
2897,203,1.687,48.4,0.105,0,
2898,213,1.687,48.4,0.105,0,
2899,212,1.705,48.4,0.105,0,
2900,212,1.705,48.4,0.105,0,
2901,209,1.705,48.4,0.105,0,
2902,213,1.705,48.4,0.105,0,
2903,212,1.699,48.4,0.105,0,
2904,277,1.701,48.4,0.105,6,
2905,211,1.699,48.4,0.105,0,
2906,202,1.699,48.4,0.105,0,
2907,280,1.698,48.4,0.105,9,
2908,273,1.686,48.4,0.105,8,
2909,205,1.698,48.4,0.105,0,
2910,276,1.698,48.4,0.105,8,
2911,201,1.698,48.4,0.105,0,
2912,200,1.699,48.4,0.105,0,
2913,276,1.699,48.4,0.105,6,
2914,279,1.684,48.4,0.105,7,
2915,264,1.691,48.4,0.105,3,
2916,262,1.688,48.4,0.105,4,
2917,276,1.69,48.4,0.105,8,
2918,278,1.692,48.4,0.105,8,
2919,267,1.694,48.4,0.1,3,
2920,272,1.684,48.4,0.1,7,
2921,275,1.684,48.4,0.1,8,
2922,271,1.683,48.4,0.1,7,
2923,262,1.691,48.4,0.1,5,
2924,261,1.684,48.4,0.1,6,
2925,269,1.697,48.4,0.1,4,
2926,252,1.697,48.4,0.1,1,
2927,265,1.684,48.4,0.1,6,
2928,260,1.683,48.4,0.1,5,
2929,249,1.683,48.4,0.1,1,
2930,261,1.684,48.4,0.1,5,
2931,259,1.684,48.4,0.1,4,
2932,249,1.699,48.4,0.1,0,
2933,262,1.689,48.4,0.1,3,
2934,261,1.689,48.4,0.1,4,
2935,252,1.692,48.4,0.1,1,
2936,254,1.696,48.4,0.1,2,
2937,245,1.696,48.4,0.1,0,
2938,247,1.696,48.4,0.1,0,
2939,252,1.696,48.4,0.1,1,
2940,253,1.696,48.4,0.1,1,
2941,251,1.697,48.4,0.1,2,
2942,250,1.696,48.4,0.1,1,
2943,235,1.695,48.4,0.1,0,
2944,253,1.695,48.4,0.1,1,
2945,249,1.692,48.4,0.1,0,
2946,246,1.696,48.4,0.1,0,
2947,248,1.697,48.4,0.1,0,
2948,231,1.696,48.4,0.1,0,
2949,239,1.695,48.4,0.1,0,
2950,232,1.695,48.4,0.1,0,
2951,236,1.697,48.4,0.1,0,
2952,228,1.696,48.4,0.1,0,
2953,230,1.69,48.4,0.1,0,
2954,235,1.695,48.4,0.1,0,
2955,236,1.695,48.4,0.1,0,
2956,230,1.695,48.4,0.1,0,
2957,231,1.695,48.4,0.1,0,
2958,236,1.695,48.4,0.1,0,
2959,234,1.695,48.4,0.1,0,
2960,230,1.696,48.4,0.1,0,
2961,231,1.696,48.4,0.1,0,
2962,231,1.695,48.4,0.1,0,
2963,225,1.695,48.4,0.1,0,
2964,220,1.696,48.4,0.1,0,
2965,222,1.696,48.4,0.1,0,
2966,215,1.696,48.4,0.1,0,
2967,216,1.696,48.4,0.1,0,
2968,218,1.695,48.4,0.1,0,
2969,216,1.696,48.4,0.1,0,
2970,220,1.694,48.4,0.1,0,
2971,212,1.693,48.4,0.1,0,
2972,213,1.695,48.4,0.1,0,
2973,216,1.694,48.4,0.1,0,
2974,215,1.695,48.4,0.1,0,
2975,210,1.694,48.4,0.1,0,
2976,208,1.682,48.4,0.1,0,
2977,206,1.681,48.4,0.1,0,
2978,215,1.68,48.4,0.1,0,
2979,200,1.684,48.4,0.1,0,
2980,280,1.685,48.4,0.1,10,
2981,214,1.687,48.4,0.1,0,
2982,203,1.698,48.4,0.1,0,
2983,278,1.691,48.4,0.1,7,
2984,205,1.691,48.4,0.1,0,
2985,208,1.691,48.4,0.1,0,
2986,277,1.683,48.4,0.1,7,
2987,205,1.683,48.4,0.1,0,
2988,278,1.698,48.4,0.1,7,
2989,273,1.698,48.4,0.1,7,
2990,275,1.698,48.4,0.1,9,
2991,204,1.688,48.4,0.1,0,
2992,200,1.684,48.4,0.1,0,
2993,268,1.684,48.4,0.1,6,
2994,280,1.684,48.4,0.1,11,
2995,272,1.683,48.4,0.1,7,
2996,270,1.682,48.4,0.1,5,
2997,268,1.687,48.4,0.1,5,
2998,267,1.681,48.4,0.1,6,
2999,263,1.686,48.4,0.1,6,
3000,263,1.682,48.4,0.1,6,
3001,276,1.682,48.4,0.1,8,
3002,269,1.682,48.4,0.1,6,
3003,269,1.681,48.4,0.1,6,
3004,268,1.681,48.4,0.1,6,
3005,268,1.682,48.4,0.1,6,
3006,260,1.691,48.4,0.1,3,
3007,261,1.683,48.4,0.1,5,
3008,251,1.699,48.4,0.1,1,
3009,269,1.699,48.4,0.1,3,
3010,260,1.699,48.4,0.1,2,
3011,254,1.699,48.4,0.1,1,
3012,251,1.699,48.4,0.1,1,
3013,261,1.698,48.4,0.1,5,
3014,248,1.698,48.4,0.1,0,
3015,250,1.698,48.4,0.1,1,
3016,253,1.687,48.4,0.1,3,
3017,242,1.687,48.4,0.1,0,
3018,256,1.681,48.4,0.1,4,
3019,248,1.687,48.4,0.1,1,
3020,246,1.686,48.4,0.1,0,
3021,248,1.682,48.4,0.1,2,
3022,250,1.686,48.4,0.1,3,
3023,243,1.686,48.4,0.1,0,
3024,245,1.685,48.4,0.1,0,
3025,234,1.702,48.4,0.1,0,
3026,252,1.7,48.4,0.1,1,
3027,244,1.7,48.4,0.1,0,
3028,231,1.685,48.4,0.1,0,
3029,241,1.684,48.4,0.1,0,
3030,245,1.685,48.4,0.1,0,
3031,241,1.692,48.4,0.1,0,
3032,243,1.685,48.4,0.1,0,
3033,243,1.685,48.4,0.1,0,
3034,241,1.69,48.4,0.1,0,
3035,243,1.685,48.4,0.1,0,
3036,237,1.684,48.4,0.1,0,
3037,224,1.686,48.4,0.1,0,
3038,234,1.683,48.4,0.1,0,
3039,220,1.686,48.4,0.1,0,
3040,237,1.685,48.4,0.1,0,
3041,221,1.683,48.4,0.1,0,
3042,222,1.671,48.4,0.1,1,
3043,228,1.698,48.4,0.1,0,
3044,216,1.668,48.4,0.1,1,
3045,224,1.686,48.4,0.1,0,
3046,226,1.687,48.4,0.1,0,
3047,220,1.686,48.4,0.1,0,
3048,227,1.686,48.4,0.1,0,
3049,228,1.687,48.4,0.1,0,
3050,221,1.687,48.4,0.1,0,
3051,227,1.687,48.4,0.1,0,
3052,209,1.687,48.4,0.1,0,
3053,224,1.687,48.4,0.1,0,
3054,217,1.687,48.4,0.1,0,
3055,221,1.687,48.4,0.1,0,
3056,210,1.688,48.4,0.1,0,
3057,215,1.688,48.4,0.1,0,
3058,209,1.688,48.4,0.1,0,
3059,207,1.681,48.4,0.1,0,
3060,203,1.684,48.4,0.1,0,
3061,212,1.684,48.4,0.1,0,
3062,211,1.688,48.4,0.1,0,
3063,206,1.686,48.4,0.1,0,
3064,212,1.687,48.4,0.1,0,
3065,279,1.687,48.4,0.1,10,
3066,212,1.659,48.4,0.1,1,
3067,210,1.659,48.4,0.1,1,
3068,210,1.659,48.4,0.1,1,
3069,205,1.685,48.4,0.1,0,
3070,271,1.688,48.4,0.1,7,
3071,274,1.69,48.4,0.1,6,
3072,268,1.689,48.4,0.1,4,
3073,277,1.687,48.4,0.1,7,
3074,269,1.685,48.4,0.1,6,
3075,277,1.692,48.4,0.1,8,
3076,201,1.691,48.4,0.1,0,
3077,265,1.691,48.4,0.1,5,
3078,268,1.689,48.4,0.1,4,
3079,280,1.714,48.4,0.1,8,
3080,265,1.713,48.4,0.1,3,
3081,278,1.712,48.4,0.1,6,
3082,265,1.685,48.4,0.1,5,
3083,273,1.685,48.4,0.1,7,
3084,273,1.683,48.4,0.1,8,
3085,266,1.681,48.4,0.1,6,
3086,256,1.682,48.4,0.1,4,
3087,264,1.683,48.4,0.1,5,
3088,264,1.683,48.4,0.1,6,
3089,256,1.683,48.4,0.1,4,
